id,created_at,conversation_id,tweet,retweet_count,like_count,reply_count,quote_count,expanded_url,language,possibly_sensitive,in_reply_to_user_id,username,tweet_en,neutral,positive,negative,sentiment
1476910990071668743,2021-12-31 13:39:54+00:00,1476910990071668743,"The regulation on the use of COVID-19 passports will be amended from 1.1.2022 onwards so that if a restaurant requires their customers to present a COVID-19 passport, the passport must be in use throughout the restaurants' opening time.

https://t.co/9Db3PHkU1W",0,0,0,0,https://stm.fi/en/restrictions-on-restaurants,en,False,,MSAH_News,"The regulation on the use of COVID-19 passports will be amended from 1.1.2022 onwards so that if a restaurant requires their customers to present a COVID-19 passport, the passport must be in use throughout the restaurants' opening time.

https://t.co/9Db3PHkU1W",0.499763,0.481758,0.018479,neutral
1476558249818308612,2021-12-30 14:18:14+00:00,1476558249818308612,Correction: The restrictions will enter into force in East Savo hospital district. The restrictions are already in place in South Savo hospital district. https://t.co/zAD8cOfXel,0,0,0,0,https://twitter.com/MSAH_News/status/1476524981572059136,en,False,,MSAH_News,Correction: The restrictions will enter into force in East Savo hospital district. The restrictions are already in place in South Savo hospital district. https://t.co/zAD8cOfXel,0.499763,0.481758,0.018479,neutral
1476524981572059136,2021-12-30 12:06:02+00:00,1476524981572059136,"The restrictions on food and beverage service businesses that are necessary to prevent the spread of the epidemic will be introduced across the region of South Savo and in the region of North Karelia.

https://t.co/VMXbPRyNXQ",0,0,0,1,https://stm.fi/en/-/restrictions-on-food-and-beverage-service-businesses-applicable-in-community-transmission-areas-to-be-introduced-in-new-regions,en,False,,MSAH_News,"The restrictions on food and beverage service businesses that are necessary to prevent the spread of the epidemic will be introduced across the region of South Savo and in the region of North Karelia.

https://t.co/VMXbPRyNXQ",0.499763,0.481758,0.018479,neutral
1476524782371971082,2021-12-30 12:05:15+00:00,1476524782371971082,"Temporary restrictions on use of COVID-19 passport to enter into force in South Savo and North Karelia.

https://t.co/jiOlbevURs",0,0,0,0,https://stm.fi/en/-/temporary-restrictions-on-use-of-covid-19-passport-to-enter-into-force-in-south-savo-and-north-karelia,en,False,,MSAH_News,"Temporary restrictions on use of COVID-19 passport to enter into force in South Savo and North Karelia.

https://t.co/jiOlbevURs",0.499763,0.481758,0.018479,neutral
1476455056526430210,2021-12-30 07:28:11+00:00,1476455056526430210,"Regional State Administrative Agencies decide the restrictions on public events and customer premises in their respective areas of operation. Any questions on the restrictions should be directed to the Regional State Administrative Agencies.

https://t.co/MW3YOBzLxf",0,0,0,0,https://stm.fi/en/-/regional-state-administrative-agencies-responsible-for-restrictions-on-public-events-and-customer-premises,en,False,,MSAH_News,"Regional State Administrative Agencies decide the restrictions on public events and customer premises in their respective areas of operation. Any questions on the restrictions should be directed to the Regional State Administrative Agencies.

https://t.co/MW3YOBzLxf",0.499763,0.481758,0.018479,neutral
1476120663362613250,2021-12-29 09:19:25+00:00,1476120663362613250,"Temporary restrictions to the use of COVID-19 passport - COVID-19 passport will be temporarily restricted 30.12.2021–20.1.2022, when it cannot be used as an alternative to regional restrictions on certain public events and customer premises.

https://t.co/qyqMIy5A1d",0,0,0,0,https://stm.fi/en/-/temporary-derogations-to-the-use-of-covid-19-passport,en,False,,MSAH_News,"Temporary restrictions to the use of COVID-19 passport - COVID-19 passport will be temporarily restricted 30.12.2021–20.1.2022, when it cannot be used as an alternative to regional restrictions on certain public events and customer premises.

https://t.co/qyqMIy5A1d",0.499763,0.481758,0.018479,neutral
1473931120320606217,2021-12-23 08:18:58+00:00,1473931120320606217,"Restaurants:
🔶use of COVID-19 passport restricted 24.12.2021-20.1.2022
🔶restrictions on food and beverage services will be introduced in the region of North Savo
🔶restrictions will be lifted for the Åland Islands

https://t.co/Is1nAJA7wp",0,0,0,0,https://stm.fi/en/-/restrictions-on-opening-hours-and-serving-of-alcoholic-beverages-in-food-and-beverage-service-businesses-use-of-covid-19-passport-restricted,en,False,,MSAH_News,"Restaurants:
🔶use of COVID-19 passport restricted 24.12.2021-20.1.2022
🔶restrictions on food and beverage services will be introduced in the region of North Savo
🔶restrictions will be lifted for the Åland Islands

https://t.co/Is1nAJA7wp",0.499763,0.481758,0.018479,neutral
1473636071007215619,2021-12-22 12:46:32+00:00,1473636071007215619,"COVID-19 certificates issued outside the EU to be accepted as COVID-19 passports in Finland as of 23 December.
https://t.co/c8HwdLYVN6",1,0,0,0,https://stm.fi/en/-/covid-19-certificates-issued-outside-the-eu-to-be-accepted-as-covid-19-passports-in-finland-as-of-23-december,en,False,,MSAH_News,"COVID-19 certificates issued outside the EU to be accepted as COVID-19 passports in Finland as of 23 December.
https://t.co/c8HwdLYVN6",0.499763,0.481758,0.018479,neutral
1473634642871861254,2021-12-22 12:40:52+00:00,1473634642871861254,"The temporary provisions of the Communicable Diseases Act will be extended until the end of June 2022. For the most part, the provisions will remain as they are at present.
https://t.co/Rp54Tpdt3H

#COVID19FIN",0,0,0,0,https://stm.fi/en/-/temporary-provisions-of-communicable-diseases-act-in-force-until-end-of-june-2022,en,False,,MSAH_News,"The temporary provisions of the Communicable Diseases Act will be extended until the end of June 2022. For the most part, the provisions will remain as they are at present.
https://t.co/Rp54Tpdt3H

#COVID19FIN",0.499763,0.481758,0.018479,neutral
1473582015417307141,2021-12-22 09:11:44+00:00,1473582015417307141,"🔸More health care professionals to vaccinating 🔸Vaccinations to be offered to people aged 5 years or over
🔸The order of vaccination priority will be removed
https://t.co/7x87ZZhkb0

#COVID19FIN",0,0,0,0,https://stm.fi/en/-/more-health-care-professionals-to-vaccinating-vaccinations-to-be-offered-to-people-aged-5-years-or-over,en,False,,MSAH_News,"🔸More health care professionals to vaccinating 🔸Vaccinations to be offered to people aged 5 years or over
🔸The order of vaccination priority will be removed
https://t.co/7x87ZZhkb0

#COVID19FIN",0.499763,0.481758,0.018479,neutral
